streams_sd	online_advertising	customer_rating	streams_hd	movieID	genre	academy_award
2214	1	2	675	1	1	1
5783	1	5	1691	2	1	1
4168	1	3	1973	3	1	1
1103	0	1	1736	4	1	0
2015	0	3	1538	5	1	1
2214	0	4	970	6	1	0
1914	0	2	1317	7	1	1
3166	0	5	1223	8	1	0
3283	1	3	2281	9	1	0
1129	0	1	1503	10	1	1
4979	1	5	1993	11	1	1
1725	0	4	910	12	1	0
3482	1	4	1156	13	1	1
4138	0	5	1462	14	1	0
3198	1	4	2059	15	1	1
2899	0	5	1916	16	1	0
1950	1	3	1982	17	1	1
2264	0	4	1316	18	1	0
3973	1	3	2177	19	1	1
1581	0	2	1446	20	1	1
3862	1	5	1479	21	1	0
3600	1	5	3586	22	1	0
2947	0	4	1109	23	1	1
2508	1	4	2984	24	1	1
2005	0	4	2109	25	1	1
951	0	1	1695	26	1	1
2219	0	2	1084	27	1	0
3716	1	4	322	28	1	1
2769	1	3	4433	29	1	1
3326	1	3	2759	30	1	1
2619	0	4	1490	31	1	1
2728	0	5	1723	32	1	1
2837	1	4	2543	33	1	1
741	0	1	1153	34	1	1
2164	0	2	1255	35	1	1
2263	0	4	1775	36	1	1
3783	1	4	2275	37	2	1
3001	1	1	3491	38	2	1
3440	0	5	1340	39	2	0
4498	1	5	1860	40	2	1
2599	0	3	1051	41	2	0
3438	1	3	2015	42	2	1
3351	1	3	2199	43	2	1
4538	1	5	1330	44	2	0
2890	0	4	1734	45	2	1
4114	1	4	3148	46	2	0
4504	1	5	2404	47	2	1
2082	1	3	1375	48	2	1
2809	1	3	2474	49	2	0
1441	0	2	1600	50	2	0
3738	1	3	1445	51	2	0
3521	0	5	1376	52	2	0
1576	0	3	1298	53	2	0
2617	0	3	1510	54	2	1
2389	0	5	1711	55	2	1
2935	1	5	2426	56	2	0
3157	0	5	1299	57	2	1
3552	1	5	3271	58	2	1
1494	0	2	1577	59	2	1
2770	0	3	1836	60	2	1
2876	1	5	2555	61	2	0
2180	0	3	1740	62	2	1
3199	0	5	1820	63	2	0
1633	0	2	484	64	2	1
2095	0	3	1781	65	2	0
2234	1	4	1290	66	2	1
2928	1	2	3312	67	2	1
3105	0	4	1239	68	2	0
3497	1	5	2511	69	2	1
2740	1	4	2513	70	2	1
4432	1	5	1743	71	2	0
1242	0	2	2221	72	2	1
2763	0	3	2163	73	2	0
1071	0	1	772	74	2	1
4007	1	5	1851	75	2	0
3407	1	5	3136	76	2	0
1746	0	2	1758	77	2	1
1981	0	4	1776	78	2	0
1161	0	1	1472	79	2	0
1575	0	2	1666	80	2	0
2736	0	5	1065	81	2	1
2171	0	3	1957	82	2	1
1273	0	1	1972	83	3	1
2745	0	4	1308	84	3	1
3894	1	4	2277	85	3	1
1981	0	5	2094	86	3	1
1386	1	1	2067	87	3	0
3326	1	5	1590	88	3	0
4152	1	5	2943	89	3	1
1897	0	3	1873	90	3	0
3963	1	4	2222	91	3	0
2366	1	3	2631	92	3	1
2238	1	2	2892	93	3	0
2373	0	5	1451	94	3	0
2193	0	3	1079	95	3	0
3428	0	5	1765	96	3	1
1156	0	1	668	97	3	1
1754	0	3	1457	98	3	1
2728	0	3	1497	99	3	0
4338	1	4	3103	100	3	1
1587	0	3	1688	101	3	1
3881	1	5	976	102	3	0
1653	0	3	1978	103	3	1
2671	1	4	3601	104	3	1
3262	0	4	568	105	3	1
4508	1	4	2112	106	3	1
2544	1	3	72	107	3	0
2881	0	4	1300	108	3	0
3848	1	5	1751	109	4	0
4500	1	4	3629	110	4	1
2008	0	2	1368	111	4	0
3734	1	5	1472	112	4	0
2741	0	5	1913	113	4	0
2936	1	5	1638	114	4	0
2209	1	4	1477	115	4	0
2393	0	4	2134	116	4	0
1989	0	3	1379	117	4	0
3434	1	5	1270	118	4	1
2543	1	2	1919	119	4	0
5205	1	2	2768	120	4	1
2817	0	4	1311	121	4	0
2978	1	5	2227	122	4	1
2823	1	5	1373	123	4	1
1810	0	2	1919	124	4	0
1870	0	4	1568	125	4	0
1794	1	2	2436	126	4	0
750	0	1	1557	127	4	1
4536	1	5	2601	128	4	0
3698	1	2	2887	129	4	1
5418	1	3	2124	130	4	0
3555	1	5	1665	131	4	0
3688	1	4	1329	132	4	1
3168	1	4	1778	133	4	1
3258	0	5	815	134	4	1
3665	0	5	1649	135	4	0
2547	1	1	2171	136	4	1
2500	0	4	2271	137	4	1
3330	0	5	1471	138	4	1
3394	0	5	1994	139	4	0
2843	0	5	2114	140	4	0
3367	0	4	2436	141	4	1
847	0	1	1571	142	4	0
4725	1	4	-37	143	4	0
829	0	1	1787	144	4	0
2946	1	3	2098	145	4	0
3422	1	4	1692	146	4	1
2617	0	4	1360	147	4	0
2726	0	3	1344	148	4	0
1762	0	2	1251	149	4	0
1824	0	2	414	150	4	0
968	0	1	2113	151	4	1
4899	1	3	1128	152	4	1
4677	1	4	2225	153	4	0
3177	0	3	1028	154	4	0
1742	1	3	2898	155	4	0
2410	0	3	1044	156	4	1
4295	1	3	2246	157	4	0
3852	1	4	2433	158	4	1
842	0	1	1306	159	4	1
3022	0	5	1850	160	4	0
3456	1	4	1254	161	4	1
3461	1	5	3465	162	4	1
4180	1	3	2675	163	4	1
3874	1	5	3643	164	4	0
888	0	1	2136	165	4	1
2623	0	5	1723	166	5	0
2368	0	3	1022	167	5	1
3135	1	3	1993	168	5	0
852	0	1	1291	169	5	0
2809	1	3	1719	170	5	0
1429	0	2	1859	171	5	0
2922	1	3	1974	172	5	0
4036	1	3	1956	173	5	1
2909	0	3	1112	174	5	0
3444	1	2	2571	175	5	1
1263	0	2	1525	176	5	1
2514	0	5	919	177	5	0
2716	1	4	988	178	5	0
2186	1	5	2609	179	5	0
1758	1	3	3277	180	5	0
2042	0	3	1646	181	5	0
4830	1	5	1443	182	5	0
1785	0	3	1795	183	5	0
3679	1	4	3540	184	5	1
3339	1	5	2205	185	5	1
3438	1	4	3290	186	5	0
904	1	5	3388	187	5	0
556	0	2	1439	188	5	1
2030	1	1	2633	189	5	1
3329	1	5	1573	190	5	0
2373	1	4	930	191	5	0
2418	0	4	1964	192	5	0
2207	1	4	1608	193	5	0
1611	0	3	1888	194	5	1
5275	1	5	2530	195	5	0
1676	0	4	1099	196	5	0
4696	1	5	2468	197	5	0
1055	0	1	1171	198	5	1
2534	1	2	1864	199	5	0
2666	1	1	2560	200	5	0
