"revenue"	"gender"	"retargeting"	"customerID"	"rank"
754	"0"	"2"	1	254
2141	"0"	"2"	2	97
1762	"1"	"3"	3	140
2103	"0"	"3"	4	99
1859	"0"	"2"	5	125
1118	"0"	"1"	6	223
2606	"1"	"2"	7	50
1269	"1"	"1"	8	196
2464	"1"	"2"	9	61
733	"0"	"1"	10	256
721	"0"	"3"	11	257
512	"1"	"1"	12	268
1783	"0"	"3"	13	137
2487	"0"	"3"	14	58
3025	"0"	"2"	15	26
1717	"0"	"1"	16	145
2598	"1"	"2"	18	52
3068	"1"	"3"	19	24
365	"1"	"1"	20	275
1048	"1"	"2"	21	229
1635	"0"	"3"	22	159
1224	"0"	"2"	23	205
2486	"1"	"3"	24	59
2144	"0"	"1"	25	95
1811	"0"	"3"	26	133
309	"1"	"1"	27	279
2419	"1"	"3"	28	66
2469	"1"	"2"	29	60
599	"1"	"2"	30	263
3072	"1"	"3"	31	23
3285	"1"	"3"	32	17
1175	"1"	"1"	33	210
1227	"1"	"2"	34	204
2250	"0"	"3"	35	78
3305	"1"	"3"	36	16
3391	"0"	"3"	37	11
2530	"1"	"3"	38	54
1152	"0"	"2"	39	215
877	"1"	"2"	40	240
1861	"1"	"1"	41	123
1147	"0"	"1"	42	216
1414	"0"	"2"	43	182
1241	"1"	"2"	45	201
1198	"1"	"2"	46	208
2652	"0"	"2"	47	48
2826	"1"	"3"	48	36
905	"0"	"1"	49	238
1175	"0"	"1"	50	209
2653	"1"	"3"	51	46
1653	"1"	"1"	52	156
1705	"1"	"2"	53	150
1451	"1"	"1"	54	176
1482	"1"	"2"	55	173
1476	"1"	"2"	56	175
2250	"0"	"2"	57	77
1638	"0"	"1"	58	158
335	"0"	"1"	59	278
3528	"1"	"3"	60	7
781	"0"	"2"	61	248
2861	"1"	"2"	62	33
2376	"1"	"3"	63	67
1046	"0"	"1"	64	230
271	"0"	"3"	65	281
868	"0"	"1"	66	242
2278	"1"	"1"	67	74
1560	"0"	"2"	68	168
2026	"0"	"3"	69	106
336	"1"	"2"	70	277
1411	"1"	"1"	71	185
1738	"1"	"3"	73	144
2145	"1"	"3"	74	94
2009	"0"	"2"	75	109
1573	"1"	"1"	76	167
2644	"1"	"3"	77	49
4371	"0"	"2"	78	1
137	"0"	"2"	79	289
2869	"0"	"2"	80	31
1881	"1"	"2"	81	122
1983	"1"	"1"	82	112
1145	"0"	"1"	83	217
1510	"0"	"2"	84	170
1337	"0"	"1"	85	188
864	"0"	"1"	87	243
1174	"1"	"1"	88	211
2557	"1"	"3"	89	53
2893	"0"	"1"	90	29
2144	"0"	"1"	91	96
217	"0"	"1"	92	285
747	"0"	"1"	93	255
2802	"1"	"3"	94	37
3478	"1"	"3"	95	8
1709	"0"	"1"	96	148
1694	"1"	"1"	97	153
2181	"1"	"3"	98	91
1775	"0"	"1"	99	138
955	"0"	"2"	100	235
2344	"0"	"3"	101	70
1585	"0"	"1"	102	166
1299	"0"	"1"	103	192
1746	"0"	"3"	104	142
1060	"0"	"3"	105	228
2653	"1"	"3"	106	47
2430	"0"	"3"	107	64
1480	"0"	"1"	108	174
3262	"1"	"3"	109	18
2760	"0"	"3"	110	43
1839	"0"	"3"	111	130
2089	"1"	"3"	112	103
4021	"1"	"3"	114	3
1235	"1"	"1"	115	202
442	"0"	"1"	116	270
1706	"0"	"3"	117	149
1228	"1"	"2"	118	203
1817	"0"	"1"	119	131
1434	"0"	"3"	120	179
3358	"1"	"3"	121	13
1447	"0"	"3"	122	177
1422	"0"	"2"	123	181
2775	"1"	"3"	125	41
635	"0"	"1"	126	262
1266	"0"	"1"	127	199
3750	"1"	"3"	128	5
1496	"1"	"3"	129	172
1441	"0"	"3"	130	178
1716	"0"	"1"	131	147
548	"1"	"1"	132	266
2518	"1"	"2"	133	55
1268	"0"	"2"	134	197
1018	"0"	"2"	135	232
1885	"0"	"2"	136	121
3107	"0"	"3"	137	22
2069	"0"	"1"	138	105
2421	"0"	"3"	139	65
432	"1"	"3"	140	272
3756	"1"	"3"	141	4
1816	"0"	"3"	142	132
2188	"0"	"1"	143	88
1906	"1"	"2"	144	120
3355	"1"	"3"	145	14
2826	"0"	"2"	146	35
24	"0"	"1"	147	291
1641	"0"	"1"	148	157
2197	"1"	"2"	149	86
1139	"1"	"3"	150	219
767	"1"	"2"	151	250
2221	"1"	"2"	152	82
1965	"0"	"2"	153	115
2070	"1"	"1"	155	104
1855	"0"	"2"	156	127
3473	"1"	"3"	157	9
2176	"0"	"3"	158	92
773	"1"	"2"	159	249
2760	"0"	"2"	160	42
