"revenue"	"gender"	"retargeting"	"customerID"	"rank"
710	"0"	"1"	1	256
1681	"0"	"3"	2	138
1100	"1"	"1"	3	222
2256	"1"	"1"	4	64
1302	"0"	"2"	5	196
2568	"0"	"2"	6	33
2283	"1"	"3"	7	58
4275	"1"	"3"	8	1
2782	"1"	"2"	9	17
1126	"0"	"2"	10	221
2328	"0"	"3"	12	53
2246	"1"	"3"	13	69
2253	"0"	"2"	14	65
1848	"0"	"1"	15	118
2136	"0"	"1"	16	83
2442	"1"	"3"	17	43
712	"0"	"1"	18	255
2229	"1"	"2"	19	73
2352	"0"	"1"	20	51
1159	"0"	"1"	21	216
1940	"0"	"3"	22	105
913	"1"	"2"	23	243
2428	"1"	"3"	24	47
2774	"1"	"3"	25	19
825	"1"	"2"	26	250
2743	"1"	"3"	27	22
1503	"0"	"2"	28	172
2119	"1"	"1"	29	84
1479	"1"	"2"	30	179
1165	"0"	"1"	31	215
1515	"0"	"3"	32	170
1032	"0"	"2"	33	236
1493	"1"	"2"	34	176
1974	"0"	"3"	35	99
1140	"0"	"3"	36	219
1204	"1"	"1"	37	208
2253	"0"	"2"	38	66
1236	"0"	"1"	39	206
103	"1"	"1"	40	290
1621	"1"	"1"	41	151
1437	"0"	"3"	42	183
3166	"1"	"3"	43	8
1530	"1"	"1"	44	166
35	"1"	"2"	45	293
1667	"0"	"3"	46	141
571	"1"	"1"	47	267
1059	"1"	"2"	48	230
1048	"0"	"2"	49	231
2176	"0"	"1"	50	76
1680	"0"	"1"	51	139
2753	"1"	"2"	52	21
1641	"0"	"2"	53	147
630	"1"	"2"	54	264
856	"1"	"1"	55	249
2269	"1"	"3"	56	61
2250	"0"	"3"	57	68
2513	"1"	"3"	58	36
1521	"0"	"1"	59	169
1700	"0"	"1"	60	135
1371	"1"	"2"	61	188
430	"0"	"3"	62	276
2374	"1"	"1"	63	50
3251	"1"	"2"	64	7
1068	"1"	"2"	65	228
1607	"0"	"2"	66	153
2085	"0"	"2"	67	87
1532	"1"	"3"	68	165
1765	"1"	"2"	69	128
1527	"1"	"1"	70	167
2479	"1"	"3"	71	39
1261	"0"	"1"	72	202
2040	"1"	"1"	73	93
2145	"1"	"3"	74	82
1307	"1"	"2"	75	195
1539	"0"	"2"	76	164
2905	"1"	"3"	77	12
1383	"0"	"2"	78	185
2276	"0"	"2"	79	59
2185	"0"	"3"	80	75
2229	"0"	"2"	81	72
944	"1"	"1"	82	242
429	"0"	"2"	83	277
1782	"0"	"3"	84	125
1635	"0"	"1"	85	149
2176	"1"	"1"	86	77
1500	"1"	"1"	87	173
1828	"0"	"3"	88	122
1883	"0"	"2"	89	116
51	"1"	"2"	90	291
1435	"1"	"1"	91	184
2232	"0"	"3"	92	71
2032	"1"	"2"	93	94
1844	"0"	"3"	94	119
1588	"1"	"1"	95	158
1918	"0"	"3"	96	108
1924	"1"	"3"	97	107
1043	"1"	"2"	98	233
876	"0"	"1"	99	245
1829	"1"	"1"	100	121
2865	"1"	"3"	101	13
1497	"1"	"1"	102	174
195	"0"	"1"	103	287
1966	"1"	"1"	104	100
866	"0"	"1"	105	247
1985	"0"	"1"	106	98
1741	"0"	"1"	107	131
2006	"0"	"3"	108	96
1514	"0"	"1"	109	171
219	"1"	"1"	110	286
651	"0"	"2"	111	260
2832	"1"	"3"	112	15
1369	"0"	"1"	113	189
1075	"0"	"2"	114	226
964	"0"	"1"	115	240
1590	"0"	"2"	116	157
2176	"1"	"3"	117	78
2588	"1"	"2"	118	31
1460	"1"	"1"	119	181
1573	"0"	"2"	120	160
2776	"1"	"3"	121	18
3364	"1"	"3"	122	4
551	"0"	"1"	123	269
1785	"0"	"2"	124	124
1965	"0"	"3"	125	101
1885	"1"	"2"	126	115
